Cod_municipio,Uf,Nome,Cod_ibge,Num_habitantes
4207908,SC,Irineópolis,"4207908   ",NULL
4208005,SC,Itá,"4208005   ",NULL
4208104,SC,Itaiópolis,"4208104   ",NULL
4208203,SC,Itajaí,"4208203   ",NULL
4208302,SC,Itapema,"4208302   ",NULL
4208401,SC,Itapiranga,"4208401   ",NULL
4208450,SC,Itapoá,"4208450   ",NULL
4208500,SC,Ituporanga,"4208500   ",NULL
4208609,SC,Jaborá,"4208609   ",NULL
4208708,SC,Jacinto Machado,"4208708   ",NULL
4208807,SC,Jaguaruna,"4208807   ",NULL
4208906,SC,Jaraguá do Sul,"4208906   ",NULL
4208955,SC,Jardinópolis,"4208955   ",NULL
4209003,SC,Joaçaba,"4209003   ",NULL
4209102,SC,Joinville,"4209102   ",NULL
4209151,SC,José Boiteux,"4209151   ",NULL
4209177,SC,Jupiá,"4209177   ",NULL
4209201,SC,Lacerdópolis,"4209201   ",NULL
4209300,SC,Lages,"4209300   ",NULL
4209409,SC,Laguna,"4209409   ",NULL
4209458,SC,Lajeado Grande,"4209458   ",NULL
4209508,SC,Laurentino,"4209508   ",NULL
4209607,SC,Lauro Muller,"4209607   ",NULL
4209706,SC,Lebon Régis,"4209706   ",NULL
4209805,SC,Leoberto Leal,"4209805   ",NULL
4209854,SC,Lindóia do Sul,"4209854   ",NULL
4209904,SC,Lontras,"4209904   ",NULL
4210001,SC,Luiz Alves,"4210001   ",NULL
4210035,SC,Luzerna,"4210035   ",NULL
4210050,SC,Macieira,"4210050   ",NULL
4210100,SC,Mafra,"4210100   ",NULL
4210209,SC,Major Gercino,"4210209   ",NULL
4210308,SC,Major Vieira,"4210308   ",NULL
4210407,SC,Maracajá,"4210407   ",NULL
4210506,SC,Maravilha,"4210506   ",NULL
4210555,SC,Marema,"4210555   ",NULL
4210605,SC,Massaranduba,"4210605   ",NULL
4210704,SC,Matos Costa,"4210704   ",NULL
4210803,SC,Meleiro,"4210803   ",NULL
4210852,SC,Mirim Doce,"4210852   ",NULL
4210902,SC,Modelo,"4210902   ",NULL
4211009,SC,Mondaí,"4211009   ",NULL
4211058,SC,Monte Carlo,"4211058   ",NULL
4211108,SC,Monte Castelo,"4211108   ",NULL
4211207,SC,Morro da Fumaça,"4211207   ",NULL
4211256,SC,Morro Grande,"4211256   ",NULL
4211306,SC,Navegantes,"4211306   ",NULL
4211405,SC,Nova Erechim,"4211405   ",NULL
4211454,SC,Nova Itaberaba,"4211454   ",NULL
4211504,SC,Nova Trento,"4211504   ",NULL
4211603,SC,Nova Veneza,"4211603   ",NULL
4211652,SC,Novo Horizonte,"4211652   ",NULL
4211702,SC,Orleans,"4211702   ",NULL
4211751,SC,Otacílio Costa,"4211751   ",NULL
4211801,SC,Ouro,"4211801   ",NULL
4211850,SC,Ouro Verde,"4211850   ",NULL
4211876,SC,Paial,"4211876   ",NULL
4211892,SC,Painel,"4211892   ",NULL
4211900,SC,Palhoça,"4211900   ",NULL
4212007,SC,Palma Sola,"4212007   ",NULL
4212056,SC,Palmeira,"4212056   ",NULL
4212106,SC,Palmitos,"4212106   ",NULL
4212205,SC,Papanduva,"4212205   ",NULL
4212239,SC,Paraíso,"4212239   ",NULL
4212254,SC,Passo de Torres,"4212254   ",NULL
4212270,SC,Passos Maia,"4212270   ",NULL
4212304,SC,Paulo Lopes,"4212304   ",NULL
4212403,SC,Pedras Grandes,"4212403   ",NULL
4212502,SC,Penha,"4212502   ",NULL
4212601,SC,Peritiba,"4212601   ",NULL
4212700,SC,Petrolândia,"4212700   ",NULL
4212809,SC,Balneário Piçarras,"4212809   ",NULL
4212908,SC,Pinhalzinho,"4212908   ",NULL
4213005,SC,Pinheiro Preto,"4213005   ",NULL
4213104,SC,Piratuba,"4213104   ",NULL
4213153,SC,Planalto Alegre,"4213153   ",NULL
4213203,SC,Pomerode,"4213203   ",NULL
4213302,SC,Ponte Alta,"4213302   ",NULL
4213351,SC,Ponte Alta do Norte,"4213351   ",NULL
4213401,SC,Ponte Serrada,"4213401   ",NULL
4213500,SC,Porto Belo,"4213500   ",NULL
4213609,SC,Porto União,"4213609   ",NULL
4213708,SC,Pouso Redondo,"4213708   ",NULL
4213807,SC,Praia Grande,"4213807   ",NULL
4213906,SC,Presidente Castello Branco,"4213906   ",NULL
4214003,SC,Presidente Getúlio,"4214003   ",NULL
4214102,SC,Presidente Nereu,"4214102   ",NULL
4214151,SC,Princesa,"4214151   ",NULL
4214201,SC,Quilombo,"4214201   ",NULL
4214300,SC,Rancho Queimado,"4214300   ",NULL
4214409,SC,Rio das Antas,"4214409   ",NULL
4214508,SC,Rio do Campo,"4214508   ",NULL
4214607,SC,Rio do Oeste,"4214607   ",NULL
4214706,SC,Rio dos Cedros,"4214706   ",NULL
4214805,SC,Rio do Sul,"4214805   ",NULL
4214904,SC,Rio Fortuna,"4214904   ",NULL
4215000,SC,Rio Negrinho,"4215000   ",NULL
4215059,SC,Rio Rufino,"4215059   ",NULL
4215075,SC,Riqueza,"4215075   ",NULL
4215109,SC,Rodeio,"4215109   ",NULL
4215208,SC,Romelândia,"4215208   ",NULL
4215307,SC,Salete,"4215307   ",NULL
4215356,SC,Saltinho,"4215356   ",NULL
4215406,SC,Salto Veloso,"4215406   ",NULL
4215455,SC,Sangão,"4215455   ",NULL
4215505,SC,Santa Cecília,"4215505   ",NULL
4215554,SC,Santa Helena,"4215554   ",NULL
4215604,SC,Santa Rosa de Lima,"4215604   ",NULL
4215653,SC,Santa Rosa do Sul,"4215653   ",NULL
4215679,SC,Santa Terezinha,"4215679   ",NULL
4215687,SC,Santa Terezinha do Progresso,"4215687   ",NULL
4215695,SC,Santiago do Sul,"4215695   ",NULL
4215703,SC,Santo Amaro da Imperatriz,"4215703   ",NULL
4215752,SC,São Bernardino,"4215752   ",NULL
4215802,SC,São Bento do Sul,"4215802   ",NULL
4215901,SC,São Bonifácio,"4215901   ",NULL
4216008,SC,São Carlos,"4216008   ",NULL
4216057,SC,São Cristovão do Sul,"4216057   ",NULL
4216107,SC,São Domingos,"4216107   ",NULL
4216206,SC,São Francisco do Sul,"4216206   ",NULL
4216255,SC,São João do Oeste,"4216255   ",NULL
4216305,SC,São João Batista,"4216305   ",NULL
4216354,SC,São João do Itaperiú,"4216354   ",NULL
4216404,SC,São João do Sul,"4216404   ",NULL
4216503,SC,São Joaquim,"4216503   ",NULL
4216602,SC,São José,"4216602   ",NULL
4216701,SC,São José do Cedro,"4216701   ",NULL
4216800,SC,São José do Cerrito,"4216800   ",NULL
4216909,SC,São Lourenço do Oeste,"4216909   ",NULL
4217006,SC,São Ludgero,"4217006   ",NULL
4217105,SC,São Martinho,"4217105   ",NULL
4217154,SC,São Miguel da Boa Vista,"4217154   ",NULL
4217204,SC,São Miguel do Oeste,"4217204   ",NULL
4217253,SC,São Pedro de Alcântara,"4217253   ",NULL
4217303,SC,Saudades,"4217303   ",NULL
4217402,SC,Schroeder,"4217402   ",NULL
4217501,SC,Seara,"4217501   ",NULL
4217550,SC,Serra Alta,"4217550   ",NULL
4217600,SC,Siderópolis,"4217600   ",NULL
4217709,SC,Sombrio,"4217709   ",NULL
4217758,SC,Sul Brasil,"4217758   ",NULL
4217808,SC,Taió,"4217808   ",NULL
4217907,SC,Tangará,"4217907   ",NULL
4217956,SC,Tigrinhos,"4217956   ",NULL
4218004,SC,Tijucas,"4218004   ",NULL
4218103,SC,Timbé do Sul,"4218103   ",NULL
4218202,SC,Timbó,"4218202   ",NULL
4218251,SC,Timbó Grande,"4218251   ",NULL
4218301,SC,Três Barras,"4218301   ",NULL
4218350,SC,Treviso,"4218350   ",NULL
4218400,SC,Treze de Maio,"4218400   ",NULL
4218509,SC,Treze Tílias,"4218509   ",NULL
4218608,SC,Trombudo Central,"4218608   ",NULL
4218707,SC,Tubarão,"4218707   ",NULL
4218756,SC,Tunápolis,"4218756   ",NULL
4218806,SC,Turvo,"4218806   ",NULL
4218855,SC,União do Oeste,"4218855   ",NULL
4218905,SC,Urubici,"4218905   ",NULL
4218954,SC,Urupema,"4218954   ",NULL
4219002,SC,Urussanga,"4219002   ",NULL
4219101,SC,Vargeão,"4219101   ",NULL
4219150,SC,Vargem,"4219150   ",NULL
4219176,SC,Vargem Bonita,"4219176   ",NULL
4219200,SC,Vidal Ramos,"4219200   ",NULL
4219309,SC,Videira,"4219309   ",NULL
4219358,SC,Vitor Meireles,"4219358   ",NULL
4219408,SC,Witmarsum,"4219408   ",NULL
4219507,SC,Xanxerê,"4219507   ",NULL
4219606,SC,Xavantina,"4219606   ",NULL
4219705,SC,Xaxim,"4219705   ",NULL
4219853,SC,Zortéa,"4219853   ",NULL
4300034,RS,Aceguá,"4300034   ",NULL
4300059,RS,Água Santa,"4300059   ",NULL
4300109,RS,Agudo,"4300109   ",NULL
4300208,RS,Ajuricaba,"4300208   ",NULL
4300307,RS,Alecrim,"4300307   ",NULL
4300406,RS,Alegrete,"4300406   ",NULL
4300455,RS,Alegria,"4300455   ",NULL
4300471,RS,Almirante Tamandaré do Sul,"4300471   ",NULL
4300505,RS,Alpestre,"4300505   ",NULL
4300554,RS,Alto Alegre,"4300554   ",NULL
4300570,RS,Alto Feliz,"4300570   ",NULL
4300604,RS,Alvorada,"4300604   ",NULL
4300638,RS,Amaral Ferrador,"4300638   ",NULL
4300646,RS,Ametista do Sul,"4300646   ",NULL
4300661,RS,André da Rocha,"4300661   ",NULL
4300703,RS,Anta Gorda,"4300703   ",NULL
4300802,RS,Antônio Prado,"4300802   ",NULL
4300851,RS,Arambaré,"4300851   ",NULL
4300877,RS,Araricá,"4300877   ",NULL
4300901,RS,Aratiba,"4300901   ",NULL
4301008,RS,Arroio do Meio,"4301008   ",NULL
4301057,RS,Arroio do Sal,"4301057   ",NULL
4301073,RS,Arroio do Padre,"4301073   ",NULL
4301107,RS,Arroio dos Ratos,"4301107   ",NULL
4301206,RS,Arroio do Tigre,"4301206   ",NULL
4301305,RS,Arroio Grande,"4301305   ",NULL
4301404,RS,Arvorezinha,"4301404   ",NULL
4301503,RS,Augusto Pestana,"4301503   ",NULL
4301552,RS,Áurea,"4301552   ",NULL
4301602,RS,Bagé,"4301602   ",NULL
4301636,RS,Balneário Pinhal,"4301636   ",NULL
4301651,RS,Barão,"4301651   ",NULL
4301701,RS,Barão de Cotegipe,"4301701   ",NULL
4301750,RS,Barão do Triunfo,"4301750   ",NULL
4301800,RS,Barracão,"4301800   ",NULL
4301859,RS,Barra do Guarita,"4301859   ",NULL
4301875,RS,Barra do Quaraí,"4301875   ",NULL
4301909,RS,Barra do Ribeiro,"4301909   ",NULL
4301925,RS,Barra do Rio Azul,"4301925   ",NULL
4301958,RS,Barra Funda,"4301958   ",NULL
4302006,RS,Barros Cassal,"4302006   ",NULL
4302055,RS,Benjamin Constant do Sul,"4302055   ",NULL
4302105,RS,Bento Gonçalves,"4302105   ",NULL
4302154,RS,Boa Vista das Missões,"4302154   ",NULL
4302204,RS,Boa Vista do Buricá,"4302204   ",NULL
4302220,RS,Boa Vista do Cadeado,"4302220   ",NULL
4302238,RS,Boa Vista do Incra,"4302238   ",NULL
4302253,RS,Boa Vista do Sul,"4302253   ",NULL
4302303,RS,Bom Jesus,"4302303   ",NULL
4302352,RS,Bom Princípio,"4302352   ",NULL
4302378,RS,Bom Progresso,"4302378   ",NULL
4302402,RS,Bom Retiro do Sul,"4302402   ",NULL
4302451,RS,Boqueirão do Leão,"4302451   ",NULL
4302501,RS,Bossoroca,"4302501   ",NULL
4302584,RS,Bozano,"4302584   ",NULL
4302600,RS,Braga,"4302600   ",NULL
4302659,RS,Brochier,"4302659   ",NULL
4302709,RS,Butiá,"4302709   ",NULL
4302808,RS,Caçapava do Sul,"4302808   ",NULL
4302907,RS,Cacequi,"4302907   ",NULL
4303004,RS,Cachoeira do Sul,"4303004   ",NULL
4303103,RS,Cachoeirinha,"4303103   ",NULL
4303202,RS,Cacique Doble,"4303202   ",NULL
4303301,RS,Caibaté,"4303301   ",NULL
4303400,RS,Caiçara,"4303400   ",NULL
4303509,RS,Camaquã,"4303509   ",NULL
4303558,RS,Camargo,"4303558   ",NULL
4303608,RS,Cambará do Sul,"4303608   ",NULL
4303673,RS,Campestre da Serra,"4303673   ",NULL
4303707,RS,Campina das Missões,"4303707   ",NULL
4303806,RS,Campinas do Sul,"4303806   ",NULL
4303905,RS,Campo Bom,"4303905   ",NULL
4304002,RS,Campo Novo,"4304002   ",NULL
4304101,RS,Campos Borges,"4304101   ",NULL
4304200,RS,Candelária,"4304200   ",NULL
4304309,RS,Cândido Godói,"4304309   ",NULL
4304358,RS,Candiota,"4304358   ",NULL
4304408,RS,Canela,"4304408   ",NULL
4304507,RS,Canguçu,"4304507   ",NULL
4304606,RS,Canoas,"4304606   ",NULL
4304614,RS,Canudos do Vale,"4304614   ",NULL
4304622,RS,Capão Bonito do Sul,"4304622   ",NULL
4304630,RS,Capão da Canoa,"4304630   ",NULL
4304655,RS,Capão do Cipó,"4304655   ",NULL
4304663,RS,Capão do Leão,"4304663   ",NULL
4304671,RS,Capivari do Sul,"4304671   ",NULL
4304689,RS,Capela de Santana,"4304689   ",NULL
4304697,RS,Capitão,"4304697   ",NULL
4304705,RS,Carazinho,"4304705   ",NULL
4304713,RS,Caraá,"4304713   ",NULL
4304804,RS,Carlos Barbosa,"4304804   ",NULL
4304853,RS,Carlos Gomes,"4304853   ",NULL
4304903,RS,Casca,"4304903   ",NULL
4304952,RS,Caseiros,"4304952   ",NULL
4305009,RS,Catuípe,"4305009   ",NULL
4305108,RS,Caxias do Sul,"4305108   ",NULL
4305116,RS,Centenário,"4305116   ",NULL
4305124,RS,Cerrito,"4305124   ",NULL
4305132,RS,Cerro Branco,"4305132   ",NULL
4305157,RS,Cerro Grande,"4305157   ",NULL
4305173,RS,Cerro Grande do Sul,"4305173   ",NULL
4305207,RS,Cerro Largo,"4305207   ",NULL
4305306,RS,Chapada,"4305306   ",NULL
4305355,RS,Charqueadas,"4305355   ",NULL
4305371,RS,Charrua,"4305371   ",NULL
4305405,RS,Chiapetta,"4305405   ",NULL
4305439,RS,Chuí,"4305439   ",NULL
4305447,RS,Chuvisca,"4305447   ",NULL
4305454,RS,Cidreira,"4305454   ",NULL
4305504,RS,Ciríaco,"4305504   ",NULL
4305587,RS,Colinas,"4305587   ",NULL
4305603,RS,Colorado,"4305603   ",NULL
4305702,RS,Condor,"4305702   ",NULL
4305801,RS,Constantina,"4305801   ",NULL
4305835,RS,Coqueiro Baixo,"4305835   ",NULL
4305850,RS,Coqueiros do Sul,"4305850   ",NULL
4305871,RS,Coronel Barros,"4305871   ",NULL
4305900,RS,Coronel Bicaco,"4305900   ",NULL
4305934,RS,Coronel Pilar,"4305934   ",NULL
4305959,RS,Cotiporã,"4305959   ",NULL
4305975,RS,Coxilha,"4305975   ",NULL
4306007,RS,Crissiumal,"4306007   ",NULL
4306056,RS,Cristal,"4306056   ",NULL
4306072,RS,Cristal do Sul,"4306072   ",NULL
4306106,RS,Cruz Alta,"4306106   ",NULL
4306130,RS,Cruzaltense,"4306130   ",NULL
4306205,RS,Cruzeiro do Sul,"4306205   ",NULL
4306304,RS,David Canabarro,"4306304   ",NULL
4306320,RS,Derrubadas,"4306320   ",NULL
4306353,RS,Dezesseis de Novembro,"4306353   ",NULL
4306379,RS,Dilermando de Aguiar,"4306379   ",NULL
4306403,RS,Dois Irmãos,"4306403   ",NULL
4306429,RS,Dois Irmãos das Missões,"4306429   ",NULL
4306452,RS,Dois Lajeados,"4306452   ",NULL
4306502,RS,Dom Feliciano,"4306502   ",NULL
4306551,RS,Dom Pedro de Alcântara,"4306551   ",NULL
4306601,RS,Dom Pedrito,"4306601   ",NULL
4306700,RS,Dona Francisca,"4306700   ",NULL
4306734,RS,Doutor Maurício Cardoso,"4306734   ",NULL
4306759,RS,Doutor Ricardo,"4306759   ",NULL
4306767,RS,Eldorado do Sul,"4306767   ",NULL
4306809,RS,Encantado,"4306809   ",NULL
4306908,RS,Encruzilhada do Sul,"4306908   ",NULL
4306924,RS,Engenho Velho,"4306924   ",NULL
4306932,RS,Entre-Ijuís,"4306932   ",NULL
4306957,RS,Entre Rios do Sul,"4306957   ",NULL
4306973,RS,Erebango,"4306973   ",NULL
4307005,RS,Erechim,"4307005   ",NULL
4307054,RS,Ernestina,"4307054   ",NULL
4307104,RS,Herval,"4307104   ",NULL
4307203,RS,Erval Grande,"4307203   ",NULL
4307302,RS,Erval Seco,"4307302   ",NULL
4307401,RS,Esmeralda,"4307401   ",NULL
4307450,RS,Esperança do Sul,"4307450   ",NULL
4307500,RS,Espumoso,"4307500   ",NULL
4307559,RS,Estação,"4307559   ",NULL
4307609,RS,Estância Velha,"4307609   ",NULL
4307708,RS,Esteio,"4307708   ",NULL
4307807,RS,Estrela,"4307807   ",NULL
4307815,RS,Estrela Velha,"4307815   ",NULL
4307831,RS,Eugênio de Castro,"4307831   ",NULL
4307864,RS,Fagundes Varela,"4307864   ",NULL
4307906,RS,Farroupilha,"4307906   ",NULL
4308003,RS,Faxinal do Soturno,"4308003   ",NULL
4308052,RS,Faxinalzinho,"4308052   ",NULL
4308078,RS,Fazenda Vilanova,"4308078   ",NULL
4308102,RS,Feliz,"4308102   ",NULL
4308201,RS,Flores da Cunha,"4308201   ",NULL
4308250,RS,Floriano Peixoto,"4308250   ",NULL
4308300,RS,Fontoura Xavier,"4308300   ",NULL
4308409,RS,Formigueiro,"4308409   ",NULL
4308433,RS,Forquetinha,"4308433   ",NULL
4308458,RS,Fortaleza dos Valos,"4308458   ",NULL
4308508,RS,Frederico Westphalen,"4308508   ",NULL
4308607,RS,Garibaldi,"4308607   ",NULL
4308656,RS,Garruchos,"4308656   ",NULL
4308706,RS,Gaurama,"4308706   ",NULL
4308805,RS,General Câmara,"4308805   ",NULL
4308854,RS,Gentil,"4308854   ",NULL
4308904,RS,Getúlio Vargas,"4308904   ",NULL
4309001,RS,Giruá,"4309001   ",NULL
4309050,RS,Glorinha,"4309050   ",NULL
4309100,RS,Gramado,"4309100   ",NULL
4309126,RS,Gramado dos Loureiros,"4309126   ",NULL
4309159,RS,Gramado Xavier,"4309159   ",NULL
4309209,RS,Gravataí,"4309209   ",NULL
4309258,RS,Guabiju,"4309258   ",NULL
4309308,RS,Guaíba,"4309308   ",NULL
4309407,RS,Guaporé,"4309407   ",NULL
4309506,RS,Guarani das Missões,"4309506   ",NULL
4309555,RS,Harmonia,"4309555   ",NULL
4309571,RS,Herveiras,"4309571   ",NULL
4309605,RS,Horizontina,"4309605   ",NULL
4309654,RS,Hulha Negra,"4309654   ",NULL
4309704,RS,Humaitá,"4309704   ",NULL
4309753,RS,Ibarama,"4309753   ",NULL
4309803,RS,Ibiaçá,"4309803   ",NULL
4309902,RS,Ibiraiaras,"4309902   ",NULL
4309951,RS,Ibirapuitã,"4309951   ",NULL
4310009,RS,Ibirubá,"4310009   ",NULL
4310108,RS,Igrejinha,"4310108   ",NULL
4310207,RS,Ijuí,"4310207   ",NULL
4310306,RS,Ilópolis,"4310306   ",NULL
4310330,RS,Imbé,"4310330   ",NULL
4310363,RS,Imigrante,"4310363   ",NULL
4310405,RS,Independência,"4310405   ",NULL
4310413,RS,Inhacorá,"4310413   ",NULL
4310439,RS,Ipê,"4310439   ",NULL
4310462,RS,Ipiranga do Sul,"4310462   ",NULL
4310504,RS,Iraí,"4310504   ",NULL
4310538,RS,Itaara,"4310538   ",NULL
4310553,RS,Itacurubi,"4310553   ",NULL
4310579,RS,Itapuca,"4310579   ",NULL
4310603,RS,Itaqui,"4310603   ",NULL
4310652,RS,Itati,"4310652   ",NULL
4310702,RS,Itatiba do Sul,"4310702   ",NULL
4310751,RS,Ivorá,"4310751   ",NULL
4310801,RS,Ivoti,"4310801   ",NULL
4310850,RS,Jaboticaba,"4310850   ",NULL
4310876,RS,Jacuizinho,"4310876   ",NULL
4310900,RS,Jacutinga,"4310900   ",NULL
4311007,RS,Jaguarão,"4311007   ",NULL
4311106,RS,Jaguari,"4311106   ",NULL
4311122,RS,Jaquirana,"4311122   ",NULL
4311130,RS,Jari,"4311130   ",NULL
4311155,RS,Jóia,"4311155   ",NULL
4311205,RS,Júlio de Castilhos,"4311205   ",NULL
4311239,RS,Lagoa Bonita do Sul,"4311239   ",NULL
4311254,RS,Lagoão,"4311254   ",NULL
4311270,RS,Lagoa dos Três Cantos,"4311270   ",NULL
4311304,RS,Lagoa Vermelha,"4311304   ",NULL
4311403,RS,Lajeado,"4311403   ",NULL
4311429,RS,Lajeado do Bugre,"4311429   ",NULL
4311502,RS,Lavras do Sul,"4311502   ",NULL
4311601,RS,Liberato Salzano,"4311601   ",NULL
4311627,RS,Lindolfo Collor,"4311627   ",NULL
4311643,RS,Linha Nova,"4311643   ",NULL
4311700,RS,Machadinho,"4311700   ",NULL
4311718,RS,Maçambara,"4311718   ",NULL
4311734,RS,Mampituba,"4311734   ",NULL
4311759,RS,Manoel Viana,"4311759   ",NULL
4311775,RS,Maquiné,"4311775   ",NULL
4311791,RS,Maratá,"4311791   ",NULL
4311809,RS,Marau,"4311809   ",NULL
4311908,RS,Marcelino Ramos,"4311908   ",NULL
4311981,RS,Mariana Pimentel,"4311981   ",NULL
4312005,RS,Mariano Moro,"4312005   ",NULL
4312054,RS,Marques de Souza,"4312054   ",NULL
4312104,RS,Mata,"4312104   ",NULL
4312138,RS,Mato Castelhano,"4312138   ",NULL
4312153,RS,Mato Leitão,"4312153   ",NULL
4312179,RS,Mato Queimado,"4312179   ",NULL
4312203,RS,Maximiliano de Almeida,"4312203   ",NULL
4312252,RS,Minas do Leão,"4312252   ",NULL
4312302,RS,Miraguaí,"4312302   ",NULL
4312351,RS,Montauri,"4312351   ",NULL
4312377,RS,Monte Alegre dos Campos,"4312377   ",NULL
4312385,RS,Monte Belo do Sul,"4312385   ",NULL
4312401,RS,Montenegro,"4312401   ",NULL
4312427,RS,Mormaço,"4312427   ",NULL
4312443,RS,Morrinhos do Sul,"4312443   ",NULL
4312450,RS,Morro Redondo,"4312450   ",NULL
4312476,RS,Morro Reuter,"4312476   ",NULL
4312500,RS,Mostardas,"4312500   ",NULL
4312609,RS,Muçum,"4312609   ",NULL
4312617,RS,Muitos Capões,"4312617   ",NULL
4312625,RS,Muliterno,"4312625   ",NULL
4312658,RS,Não-Me-Toque,"4312658   ",NULL
4312674,RS,Nicolau Vergueiro,"4312674   ",NULL
4312708,RS,Nonoai,"4312708   ",NULL
4312757,RS,Nova Alvorada,"4312757   ",NULL
4312807,RS,Nova Araçá,"4312807   ",NULL
4312906,RS,Nova Bassano,"4312906   ",NULL
4312955,RS,Nova Boa Vista,"4312955   ",NULL
4313003,RS,Nova Bréscia,"4313003   ",NULL
4313011,RS,Nova Candelária,"4313011   ",NULL
4313037,RS,Nova Esperança do Sul,"4313037   ",NULL
4313060,RS,Nova Hartz,"4313060   ",NULL
4313086,RS,Nova Pádua,"4313086   ",NULL
4313102,RS,Nova Palma,"4313102   ",NULL
4313201,RS,Nova Petrópolis,"4313201   ",NULL
4313300,RS,Nova Prata,"4313300   ",NULL
4313334,RS,Nova Ramada,"4313334   ",NULL
4313359,RS,Nova Roma do Sul,"4313359   ",NULL
4313375,RS,Nova Santa Rita,"4313375   ",NULL
4313391,RS,Novo Cabrais,"4313391   ",NULL
4313409,RS,Novo Hamburgo,"4313409   ",NULL
4313425,RS,Novo Machado,"4313425   ",NULL
4313441,RS,Novo Tiradentes,"4313441   ",NULL
4313466,RS,Novo Xingu,"4313466   ",NULL
4313490,RS,Novo Barreiro,"4313490   ",NULL
4313508,RS,Osório,"4313508   ",NULL
4313607,RS,Paim Filho,"4313607   ",NULL
4313656,RS,Palmares do Sul,"4313656   ",NULL
4313706,RS,Palmeira das Missões,"4313706   ",NULL
4313805,RS,Palmitinho,"4313805   ",NULL
4313904,RS,Panambi,"4313904   ",NULL
4313953,RS,Pantano Grande,"4313953   ",NULL
4314001,RS,Paraí,"4314001   ",NULL
4314027,RS,Paraíso do Sul,"4314027   ",NULL
4314035,RS,Pareci Novo,"4314035   ",NULL
4314050,RS,Parobé,"4314050   ",NULL
4314068,RS,Passa Sete,"4314068   ",NULL
4314076,RS,Passo do Sobrado,"4314076   ",NULL
4314100,RS,Passo Fundo,"4314100   ",NULL
4314134,RS,Paulo Bento,"4314134   ",NULL
4314159,RS,Paverama,"4314159   ",NULL
4314175,RS,Pedras Altas,"4314175   ",NULL
4314209,RS,Pedro Osório,"4314209   ",NULL
4314308,RS,Pejuçara,"4314308   ",NULL
4314407,RS,Pelotas,"4314407   ",NULL
4314423,RS,Picada Café,"4314423   ",NULL
4314456,RS,Pinhal,"4314456   ",NULL
4314464,RS,Pinhal da Serra,"4314464   ",NULL
4314472,RS,Pinhal Grande,"4314472   ",NULL
4314498,RS,Pinheirinho do Vale,"4314498   ",NULL
4314506,RS,Pinheiro Machado,"4314506   ",NULL
4314555,RS,Pirapó,"4314555   ",NULL
4314605,RS,Piratini,"4314605   ",NULL
4314704,RS,Planalto,"4314704   ",NULL
4314753,RS,Poço das Antas,"4314753   ",NULL
4314779,RS,Pontão,"4314779   ",NULL
4314787,RS,Ponte Preta,"4314787   ",NULL
4314803,RS,Portão,"4314803   ",NULL
4314902,RS,Porto Alegre,"4314902   ",NULL
4315008,RS,Porto Lucena,"4315008   ",NULL
4315057,RS,Porto Mauá,"4315057   ",NULL
4315073,RS,Porto Vera Cruz,"4315073   ",NULL
4315107,RS,Porto Xavier,"4315107   ",NULL
4315131,RS,Pouso Novo,"4315131   ",NULL
4315149,RS,Presidente Lucena,"4315149   ",NULL
4315156,RS,Progresso,"4315156   ",NULL
4315172,RS,Protásio Alves,"4315172   ",NULL
4315206,RS,Putinga,"4315206   ",NULL
4315305,RS,Quaraí,"4315305   ",NULL
4315313,RS,Quatro Irmãos,"4315313   ",NULL
4315321,RS,Quevedos,"4315321   ",NULL
4315354,RS,Quinze de Novembro,"4315354   ",NULL
4315404,RS,Redentora,"4315404   ",NULL
4315453,RS,Relvado,"4315453   ",NULL
4315503,RS,Restinga Seca,"4315503   ",NULL
4315552,RS,Rio dos Índios,"4315552   ",NULL
4315602,RS,Rio Grande,"4315602   ",NULL
4315701,RS,Rio Pardo,"4315701   ",NULL
4315750,RS,Riozinho,"4315750   ",NULL
4315800,RS,Roca Sales,"4315800   ",NULL
4315909,RS,Rodeio Bonito,"4315909   ",NULL
4315958,RS,Rolador,"4315958   ",NULL
4316006,RS,Rolante,"4316006   ",NULL
4316105,RS,Ronda Alta,"4316105   ",NULL
4316204,RS,Rondinha,"4316204   ",NULL
4316303,RS,Roque Gonzales,"4316303   ",NULL
4316402,RS,Rosário do Sul,"4316402   ",NULL
4316428,RS,Sagrada Família,"4316428   ",NULL
4316436,RS,Saldanha Marinho,"4316436   ",NULL
4316451,RS,Salto do Jacuí,"4316451   ",NULL
4316477,RS,Salvador das Missões,"4316477   ",NULL
4316501,RS,Salvador do Sul,"4316501   ",NULL
4316600,RS,Sananduva,"4316600   ",NULL
4316709,RS,Santa Bárbara do Sul,"4316709   ",NULL
4316733,RS,Santa Cecília do Sul,"4316733   ",NULL
4316758,RS,Santa Clara do Sul,"4316758   ",NULL
4316808,RS,Santa Cruz do Sul,"4316808   ",NULL
4316907,RS,Santa Maria,"4316907   ",NULL
4316956,RS,Santa Maria do Herval,"4316956   ",NULL
4316972,RS,Santa Margarida do Sul,"4316972   ",NULL
4317004,RS,Santana da Boa Vista,"4317004   ",NULL
4317103,RS,Santana do Livramento,"4317103   ",NULL
4317202,RS,Santa Rosa,"4317202   ",NULL
4317251,RS,Santa Tereza,"4317251   ",NULL
4317301,RS,Santa Vitória do Palmar,"4317301   ",NULL
4317400,RS,Santiago,"4317400   ",NULL
